url,keyword,owner_handle,owner_name,caption,transcript,views,thumbnail,location_name,us_decision,relevance_decision,discovered_at,updated_at,status
https://www.instagram.com/reel/DO6KWOWDjDo,nike sneakers,hellojennawood,Jenna Wood • Daily Affordable Fashion,"These! No words! Follow for more of the best 👟🤍.

Comment ✨NEED✨ for Link
Linked in Bio ↑

Nikes, jordans, Nike, women’s shoes, sneakerhead, tennis shoes, kicks, cool shoes, fall shoes, fall trends, fall fashion, Nike women’s shoes, air Jordans",(Upbeat hip-hop music),6366,https://instagram.fcgy1-3.fna.fbcdn.net/v/t51.2885-15/551385968_18527677426021207_3979471187326148689_n.jpg?stp=c0.1248.3216.3216a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fcgy1-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHyG7R2pdfz5ifFiLW1jgq69lOSvQBV_6_0kNDtPRt7immHcJWDzxls7dHam7LcA3M&_nc_ohc=3Dj6jnLJChUQ7kNvwGSzhon&_nc_gid=SmEmI05u2Mh2uXep32ulRg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfenOWSGQ7jkweVbnKg-SR4ExAlres0M5b51mmpeu2AK5g&oe=68EED67A&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:27.814Z,transcript_fetched
https://www.instagram.com/reel/DJDDRiIpUjG,nike sneakers,complexsneakers,Complex Sneakers,"Nike is crazy for this one. The latest release from their Dot Swoosh division is the Air Force 1 ""Dirty Triple White,"" a shoe that looks like it's been stomped out and worn for months. The sneaker looks filthy brand new out of the box. Nike says the shoe's dirty look is part of a scratch-away exterior that gets ""cleaner, crisper exterior the more time you put in."" So we tried to clean them up. The Air Force 1 ""Dirty Triple White"" releases on May 7 for $130 exclusively via SNKRS in the US.",,667167,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-15/491466783_18506429146042168_5551141613220229580_n.jpg?stp=c0.499.1286.1286a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGe8ERk14wr7OwlzgckrEMaUv4dwXKZz_AdbyFiVazRThk6WmiVok_8uEoKz2ndwTM&_nc_ohc=WY4_frK6mOAQ7kNvwEm4Ovo&_nc_gid=GvT3uIPzzAteRw74IDS1JQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afek9tcJ1UtBb4UNRG4yYO4ehpb4c-5G7eNYwEUIlVQ83g&oe=68EED999&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:27.814Z,transcript_fetched
https://www.instagram.com/reel/DCXG6rzBHBr,nike sneakers,snipes_usa,SNIPES USA | Sneakers,"The OG's never go out of style

Shop the Nike Air Max 2 CB 94 'Cool Grey' online and in-store now at SNIPES. 

#snipesusa #snipesknows #gotitfromsnipes",,1826,https://instagram.ftas1-2.fna.fbcdn.net/v/t51.2885-15/503726903_1726014854723293_5023748468050186502_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.ftas1-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QEUhRTLO4aPrOvQX9fs33DqdiEN0L4a8m8vL1uLdoaB2vpqaZPIHnblyWzSVDAL0Bs&_nc_ohc=w4r37DQ9svYQ7kNvwHGRjrH&_nc_gid=a-Rnwpc4biNQER4LYGsDiA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfejLLcHqqt-LxkHbwnD8J47dEgGLFQKGGuyZG_fHAcsWQ&oe=68EEC6D6&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:27.814Z,transcript_fetched
https://www.instagram.com/reel/DN9pNVrDiZV,nike sneakers,xmasinorlando,xmasinorlando,"Nike Kobe 3 Protro Halo, so fresh and so clean!!!",,595,https://instagram.fgye1-2.fna.fbcdn.net/v/t51.2885-15/539985656_1807460679862010_2660414393308879012_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fgye1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QE89bhthvvvb6FVeSoqLeFl7unSRo4Eg9aG3GX2jD-YoIoUYgMag-ZMEWS-OArZOqU&_nc_ohc=8gQmEvmGA_QQ7kNvwET-z0r&_nc_gid=UD0phNKkBFuDuwCOSrcQ6g&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Aff3LmJOHneWRcTNDlMdRTQBjZP99L2pcMFzLT8joa7ONw&oe=68EEA52B&_nc_sid=d885a2,Nike,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:27.814Z,transcript_fetched
https://www.instagram.com/reel/DLzLadUgzSG,nike sneakers,katoonieurope,جغرافیا اسپرت,"Nike Shoes United States 🇺🇸 

“Nike LeBron NXXT Gen “🇺🇸

#nikebasketball #nikevolleyball #نایک_اورجینال #نایک #lebronnxxtgen",,391,https://instagram.fgvr3-1.fna.fbcdn.net/v/t51.2885-15/516277585_1722021355072913_7873780403014228952_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fgvr3-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFOJ-4qvvL2Q1r0b0_pKFPtmdfgqYEcQeCmqUmW4i3Dw5gxC1sJXGUCA3jEo1T4e8Y&_nc_ohc=MEN5JiQzvUAQ7kNvwH74cY8&_nc_gid=5IDwB5rLeJmjeQGLi0nCFg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcMnVdaIjZ06ZFEsqmj7fMQTQDTKtUe_NszzurGMnH2Dw&oe=68EEB85B&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:27.814Z,transcript_fetched
https://www.instagram.com/reel/DPhGsJcju9X,nike sneakers,xmasinorlando,xmasinorlando,"Air Jordan 1 Low Element AT !!!! New drop from the from the good  folks @ Air Jordan! Built for the trails, great cushioning and comfort, waterproof and glorious 3M hits throughout. You know what to do, I’m here at 650 5th Ave., NY, NY come on by and try it out !!",,542,https://instagram.fkul16-3.fna.fbcdn.net/v/t51.2885-15/559733104_1140944654796714_7950560550040261094_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fkul16-3.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEgHrQKqa6CZ3tOcmu7snHTO_RdhowFaL5LjuoRQIs5tRCuG7FYKDYg8tM_hJH6tos&_nc_ohc=j-7q_4oI92sQ7kNvwGur1Mp&_nc_gid=FtsfSwMhMpjtzQMMa2jdcA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfffCgYORk2YsN1HZT07fskYaFvqAnuFg60-uP1HOOp2tQ&oe=68EED8A7&_nc_sid=d885a2,Nike,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:12.036Z,hydrated
https://www.instagram.com/reel/DBj4WeoveNn,nike sneakers,snipes_usa,SNIPES USA | Sneakers,"Nothing beats the hustle of the streets! 🚦

Follow @newyorknico as he takes us through the busy streets of New York wearing the new Nike C1TY “Street Meat” colorway. Discover the true essence of the city through street food: the heartbeat that connects us all. Make your way to @bodega.truck, @nyhotdogs, or @labonbonnierenyc today and say ‘Snipes Knows Nico’ for a chance to win 1 of 3 $100 SNIPES gift cards per business! The Nike C1TY ‘Street Meat’ colorway releases on October 26th.

#snipesusa #snipesknows",,42939,https://instagram.fsap10-1.fna.fbcdn.net/v/t51.2885-15/504250567_699402526303758_129047645758457330_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fsap10-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGpepEEh6SaQvgtf1FAXD-BBP8WzWuphLcWUS6sEfgwXIqw4dtHm_dnIGRUYVrD7vA&_nc_ohc=P3ytpNe0GOMQ7kNvwFACTm8&_nc_gid=tzYXjLIxN7kBw4JYHD-AvQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeeCpTlxtiviQphT1eVCbN76YhvyEoW5BXOVGxB5tmYaw&oe=68EEC94C&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:12.036Z,hydrated
https://www.instagram.com/reel/DO09CtUjrEI,nike sneakers,sneakercon,Sneaker Con,"Some wear shoes, some wear condos on feet 😅

🇨🇦 Toronto Sept 27
🍔 Minneapolis Oct 4
🌺 Honolulu Oct 11
Tickets: Sneakercon.com",,111845,https://instagram.fcgb10-1.fna.fbcdn.net/v/t51.2885-15/552146706_18534774067023096_3116952648509060243_n.jpg?stp=c0.469.1206.1206a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fcgb10-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QHJWwE_g1NA-GItT13Tf7rFwePvki9nQb4T7Qe7enYalMlYV4zPsQn5mx4xbzS6QFY&_nc_ohc=8FtIuBcmd18Q7kNvwG54LZ2&_nc_gid=9lTOaaGycH7TeUmvB2w2og&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Aff-QFrCvCTnGgburvO6PrvrZsW081wEcK1wt1ytXwfq0w&oe=68EEC64E&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:12.036Z,hydrated
https://www.instagram.com/reel/DPm68KsjL5Z,nike sneakers,extremesneaklist,ExtremeSneakList,"THE RETURN OF NIKE AIR GRIFFEY MAX 1
“FRESHWATER” - DECEMBER 2025",,53,https://instagram.fgyd14-1.fna.fbcdn.net/v/t51.2885-15/561357580_825526940132692_9136223430485102983_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fgyd14-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGR_8wi64PM34QZ0Uv1J3IKNX1jqUbJnuitvz8DHK2oFm_1s4zE7X1Bc5fpDGhwJLo&_nc_ohc=X8U3vp9AX28Q7kNvwHBvA7N&_nc_gid=dMlfgEfMBebwX-Pw4RvGHw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcKJMjmnBvDJVw1Ex29hepoFPAgdRSSDyEA2eImpkb-kg&oe=68EEC349&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:12.036Z,hydrated
https://www.instagram.com/reel/DNPC2B_pvGZ,nike sneakers,eldenmonitors,Romeo🫀,"Two pairs dropping September 12 with a Japan exclusive 👀👀

#nike #sneakers #yugioh",,1702,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-15/531593875_2024081291332358_6547965993157073421_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QF1LNx9XzSRL185oEPX0KRlwLcvYNLKDz36L_G5CPRZwWGi3D1Jtf0aTR7tB3GH6n0&_nc_ohc=GwyLMf78alAQ7kNvwET7jMw&_nc_gid=LFMlMaCy5zCWLqk5G64XkA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcyQwOWgZSQDq21pbvmqyNC5ZxqCkUnPDjUJz4EKehcZw&oe=68EED9E1&_nc_sid=d885a2,,,,2025-10-10T11:19:55.389Z,2025-10-10T11:20:12.036Z,hydrated
